time,IMF1,IMF2,IMF3
96,493.5500741920181,-22.693040437240874,-1.612649846432784
97,494.4941605987169,-24.399220445733114,0.4074469531708779
98,495.458083181368,-24.125056133991116,1.1965928783051099
99,496.5039822072574,-21.802261378877358,-1.7658143868098746
100,497.59565649074244,-17.690970192263606,0.3968955126259292
101,498.6203950394017,-12.320399374391851,1.4676365785743102
102,499.504895871871,-6.247020777702082,-1.6572352343295582
103,500.28637989029676,0.1071376619243851,0.2254159974066655
104,500.97476644822433,6.3007395634666095,1.381180457336412
105,501.5199028864702,11.85304721078845,-1.4768724928428734
106,501.91064724257154,16.41021662277347,0.26779652033957535
107,502.09689972860133,19.681453495833903,1.1899988569393816
108,502.0320466518111,21.531266470955387,-1.0949429971574594
109,501.8672553887203,22.229623460813837,0.27357703388849364
